	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
46	The spot is sometimes called Fresnel's spot because it is a direct consequence of his work, and Arago's spot because Arago devised the experiment that confirmed its existence.	The spot is sometimes called Fresnel's spot because it's a direct consequence of his work, and Arago's spot because Arago devised the experiment that confirmed its existence.	The line's name derives from its use in the Medieval French Roman d'Alexandre of 1170, although it had already been used several decades earlier in Le Pèlerinage de Charlemagne.	The line's name derives from its use in the Medieval French Roman d'Alexandre of 1170, although it'd already been used several decades earlier in Le Pèlerinage de Charlemagne.	1	QQ_wiki-46-ction-46_wiki-0-ction-0--0		contraction
47	The equation was proposed by Svante Arrhenius in 1889, based on the work of Dutch chemist Jacobus Henricus van 't Hoff who'd noted in 1884 that Van 't Hoff's equation for the temperature dependence of equilibrium constants suggests such a formula for the rates of both forward and reverse reactions.	The equation was proposed by Svante Arrhenius in 1889, based on the work of Dutch chemist Jacobus Henricus van 't Hoff who had noted in 1884 that Van 't Hoff's equation for the temperature dependence of equilibrium constants suggests such a formula for the rates of both forward and reverse reactions.	A straw man is a common form of argument and is an informal fallacy based on giving the impression of refuting an opponent's argument, while actually refuting an argument that wasn't presented by that opponent	A straw man is a common form of argument and is an informal fallacy based on giving the impression of refuting an opponent's argument, while actually refuting an argument that was not presented by that opponent	1	QQ_ction-47-wiki-47_ction-38-wiki-38--0		contraction
48	"""Let's roll"" is a colloquialism that's been used extensively as a command to move and start an activity, attack, mission or project."	"""Let's roll"" is a colloquialism that has been used extensively as a command to move and start an activity, attack, mission or project."	"It is the only move in chess in which a player moves two pieces in the same move, and it is the only move aside from the knight's move where a piece can be said to ""jump over"" another."	"It is the only move in chess in which a player moves two pieces in the same move, and it's the only move aside from the knight's move where a piece can be said to ""jump over"" another."	2	QQ_ction-48-wiki-48_wiki-50-ction-50--1		contraction
49	"Murphy's law is an adage or epigram that's typically stated as: ""Anything that can go wrong will go wrong""."	"Murphy's law is an adage or epigram that is typically stated as: ""Anything that can go wrong will go wrong""."	A folktale recorded by John O'Donovan in 1835 relates how the Fomorian warrior Balor, to frustrate a prophecy that he'd be killed by his own grandson, imprisons his only daughter Eithne in the tower of Tory Island, away from any contact with men.	A folktale recorded by John O'Donovan in 1835 relates how the Fomorian warrior Balor, to frustrate a prophecy that he would be killed by his own grandson, imprisons his only daughter Eithne in the tower of Tory Island, away from any contact with men.	1	QQ_ction-49-wiki-49_ction-84-wiki-84--0		contraction
50	"It is the only move in chess in which a player moves two pieces in the same move, and it's the only move aside from the knight's move where a piece can be said to ""jump over"" another."	"It is the only move in chess in which a player moves two pieces in the same move, and it is the only move aside from the knight's move where a piece can be said to ""jump over"" another."	War and continuing fighting severely damaged Cambodia's transportation system — a system that'd been inadequately developed in peacetime	War and continuing fighting severely damaged Cambodia's transportation system — a system that had been inadequately developed in peacetime	1	QQ_ction-50-wiki-50_ction-4-wiki-4--0		contraction
51	They are most notable for their superb ability to mimic natural and artificial sounds from their environment, and the striking beauty of the male bird's huge tail when it is fanned out in courtship display.	They are most notable for their superb ability to mimic natural and artificial sounds from their environment, and the striking beauty of the male bird's huge tail when it's fanned out in courtship display.	Designed to transport very large semi-submersible drilling rigs above the transport ship's deck, it is equipped with 38 cabins to accommodate 60 people, a workout room, sauna and swimming facilities.	Designed to transport very large semi-submersible drilling rigs above the transport ship's deck, it's equipped with 38 cabins to accommodate 60 people, a workout room, sauna and swimming facilities.	1	QQ_wiki-51-ction-51_wiki-22-ction-22--0		contraction
52	Hope is an optimistic state of mind that is based on an expectation of positive outcomes with respect to events and circumstances in one's life or the world at large.	Hope is an optimistic state of mind that's based on an expectation of positive outcomes with respect to events and circumstances in one's life or the world at large.	A definition of music endeavors to give an accurate and concise explanation of music's basic attributes or essential nature and it involves a process of defining what's meant by the term music	A definition of music endeavors to give an accurate and concise explanation of music's basic attributes or essential nature and it involves a process of defining what is meant by the term music	2	QQ_wiki-52-ction-52_ction-8-wiki-8--1		contraction
53	Rigging comprises the system of ropes, cables and chains, which support a sailing ship or sail boat's masts—standing rigging, including shrouds and stays—and which adjust the position of the vessel's sails and spars to which they're attached—the running rigging, including halyards, braces, sheets and vangs.	Rigging comprises the system of ropes, cables and chains, which support a sailing ship or sail boat's masts—standing rigging, including shrouds and stays—and which adjust the position of the vessel's sails and spars to which they are attached—the running rigging, including halyards, braces, sheets and vangs.	A beauty pageant  or beauty contest is a competition that's traditionally focused on judging and ranking the physical attributes of the contestants, although most contests have evolved to also incorporate personality traits, intelligence, talent, and answers to judges' questions as judged criteria	A beauty pageant  or beauty contest is a competition that has traditionally focused on judging and ranking the physical attributes of the contestants, although most contests have evolved to also incorporate personality traits, intelligence, talent, and answers to judges' questions as judged criteria	1	QQ_ction-53-wiki-53_ction-94-wiki-94--0		contraction
54	Unconventional superconductors are materials that display superconductivity which doesn't conform to either the conventional BCS theory or Nikolay Bogolyubov's theory or its extensions.	Unconventional superconductors are materials that display superconductivity which does not conform to either the conventional BCS theory or Nikolay Bogolyubov's theory or its extensions.	Holocaust denial claims include that Nazi Germany's Final Solution was aimed only at deporting Jews from the Reich and didn't include their extermination; that Nazi authorities didn't use extermination camps and gas chambers to mass murder Jews; or that the actual number of Jews killed was significantly lower than the historically accepted figure of 5 to 6 million, typically around a tenth of that figure.	Holocaust denial claims include that Nazi Germany's Final Solution was aimed only at deporting Jews from the Reich and did not include their extermination; that Nazi authorities did not use extermination camps and gas chambers to mass murder Jews; or that the actual number of Jews killed was significantly lower than the historically accepted figure of 5 to 6 million, typically around a tenth of that figure.	1	QQ_ction-54-wiki-54_ction-67-wiki-67--0		contraction
55	Non-repudiation refers to a situation where a statement's author cannot successfully dispute its authorship or the validity of an associated contract	Non-repudiation refers to a situation where a statement's author can't successfully dispute its authorship or the validity of an associated contract	Will doesn't refer to any particular desire, but rather to the mechanism for choosing from among one's desires.	Will does not refer to any particular desire, but rather to the mechanism for choosing from among one's desires.	2	QQ_wiki-55-ction-55_ction-78-wiki-78--1		contraction
56	Central authority in Judaism is not vested in any one person or group - although the Sanhedrin, the supreme Jewish religious court, would fulfill this role when it is re-established - but rather in Judaism's sacred	Central authority in Judaism isn't vested in any one person or group - although the Sanhedrin, the supreme Jewish religious court, would fulfill this role when it's re-established - but rather in Judaism's sacred	Covenant-breaker is a term used by Bahá'ís to refer to a person who's been excommunicated from the Bahá'í community for the act of covenant-breaking, roughly defined as active opposition to the Bahá'í Faith from a current member	Covenant-breaker is a term used by Bahá'ís to refer to a person who has been excommunicated from the Bahá'í community for the act of covenant-breaking, roughly defined as active opposition to the Bahá'í Faith from a current member	2	QQ_wiki-56-ction-56_ction-6-wiki-6--1		contraction
57	One of the first hip hop crews to catch the attention of the Italian mainstream was Milan's Articolo 31, then and still today produced by Franco Godi, who had written the soundtrack to the animated TV series Signor Rossi in the 1970s.	One of the first hip hop crews to catch the attention of the Italian mainstream was Milan's Articolo 31, then and still today produced by Franco Godi, who'd written the soundtrack to the animated TV series Signor Rossi in the 1970s.	It can be viewed as a nationalist concept, in so far as it is evocative of emotions related to family ties and links them to national identity and patriotism, but in the English language it can also simply mean the country of one's birth or origin.	It can be viewed as a nationalist concept, in so far as it's evocative of emotions related to family ties and links them to national identity and patriotism, but in the English language it can also simply mean the country of one's birth or origin.	1	QQ_wiki-57-ction-57_wiki-10-ction-10--0		contraction
58	Payola, in the music industry, is the illegal practice of payment or other inducement by record companies for the broadcast of recordings on commercial radio in which the song is presented as being part of the normal day's broadcast, without announcing that there has been consideration paid in cash or in kind for its airplay adjacent to the recording's broadcast	Payola, in the music industry, is the illegal practice of payment or other inducement by record companies for the broadcast of recordings on commercial radio in which the song is presented as being part of the normal day's broadcast, without announcing that there's been consideration paid in cash or in kind for its airplay adjacent to the recording's broadcast	"In philosophy and logic, the classical liar paradox or liar's paradox or antinomy of the liar is the statement of a liar that he or she's lying: for instance, declaring that ""I am lying"""	"In philosophy and logic, the classical liar paradox or liar's paradox or antinomy of the liar is the statement of a liar that he or she is lying: for instance, declaring that ""I am lying"""	2	QQ_wiki-58-ction-58_ction-18-wiki-18--1		contraction
59	The 'existence' referred to need not be 'real', but exist only in a universe of discourse.	The 'existence' referred to needn't be 'real', but exist only in a universe of discourse.	Here, two points on a sphere are called antipodal if they're in exactly opposite directions from the sphere's center.	Here, two points on a sphere are called antipodal if they are in exactly opposite directions from the sphere's center.	2	QQ_wiki-59-ction-59_ction-2-wiki-2--1		contraction
60	" While there's no scientifically accepted definition of the term ""breed"",The state of the world's animal genetic resources for food and agriculture."	" While there is no scientifically accepted definition of the term ""breed"",The state of the world's animal genetic resources for food and agriculture."	The government of Greenland doesn't have control of Greenland's military or foreign affairs	The government of Greenland does not have control of Greenland's military or foreign affairs	1	QQ_ction-61-wiki-61_ction-12-wiki-12--0		contraction
61	Italian euro coins have a design unique to each denomination, though there is a common theme of famous Italian works of art from one of Italy's renowned artists	Italian euro coins have a design unique to each denomination, though there's a common theme of famous Italian works of art from one of Italy's renowned artists	In opposition to President Abraham Lincoln's more lenient Ten Percent Plan, the bill made re-admittance to the Union for former Confederate states contingent on a majority in each ex-Confederate state to take the Ironclad Oath to the effect they had never in the past supported the Confederacy.	In opposition to President Abraham Lincoln's more lenient Ten Percent Plan, the bill made re-admittance to the Union for former Confederate states contingent on a majority in each ex-Confederate state to take the Ironclad Oath to the effect they'd never in the past supported the Confederacy.	1	QQ_wiki-62-ction-62_wiki-63-ction-63--0		contraction
62	In opposition to President Abraham Lincoln's more lenient Ten Percent Plan, the bill made re-admittance to the Union for former Confederate states contingent on a majority in each ex-Confederate state to take the Ironclad Oath to the effect they had never in the past supported the Confederacy.	In opposition to President Abraham Lincoln's more lenient Ten Percent Plan, the bill made re-admittance to the Union for former Confederate states contingent on a majority in each ex-Confederate state to take the Ironclad Oath to the effect they'd never in the past supported the Confederacy.	Designed to transport very large semi-submersible drilling rigs above the transport ship's deck, it's equipped with 38 cabins to accommodate 60 people, a workout room, sauna and swimming facilities.	Designed to transport very large semi-submersible drilling rigs above the transport ship's deck, it is equipped with 38 cabins to accommodate 60 people, a workout room, sauna and swimming facilities.	2	QQ_wiki-63-ction-63_ction-22-wiki-22--1		contraction
63	Castle Rackrent is a short novel by Maria Edgeworth published in 1800, one of the few of Edgeworth's novels which her father did not 'edit'.	Castle Rackrent is a short novel by Maria Edgeworth published in 1800, one of the few of Edgeworth's novels which her father didn't 'edit'.	"Snowshoes work by distributing the weight of the person over a larger area so that the person's foot doesn't sink completely into the snow, a quality called ""flotation""."	"Snowshoes work by distributing the weight of the person over a larger area so that the person's foot does not sink completely into the snow, a quality called ""flotation""."	2	QQ_wiki-64-ction-64_ction-86-wiki-86--1		contraction
64	It is not a specialized area of sociology but instead deals with broad fundamental questions about the extent and limits of social influences on individuals' lives and the social-cultural basics of our knowledge about the world.	It isn't a specialized area of sociology but instead deals with broad fundamental questions about the extent and limits of social influences on individuals' lives and the social-cultural basics of our knowledge about the world.	Designed to transport very large semi-submersible drilling rigs above the transport ship's deck, it's equipped with 38 cabins to accommodate 60 people, a workout room, sauna and swimming facilities.	Designed to transport very large semi-submersible drilling rigs above the transport ship's deck, it is equipped with 38 cabins to accommodate 60 people, a workout room, sauna and swimming facilities.	2	QQ_wiki-65-ction-65_ction-22-wiki-22--1		contraction
65	The story is told entirely in external third-person narrative; there's no description whatever of any character's internal thoughts or feelings, only what they say and do, and how they look.	The story is told entirely in external third-person narrative; there is no description whatever of any character's internal thoughts or feelings, only what they say and do, and how they look.	In opposition to President Abraham Lincoln's more lenient Ten Percent Plan, the bill made re-admittance to the Union for former Confederate states contingent on a majority in each ex-Confederate state to take the Ironclad Oath to the effect they'd never in the past supported the Confederacy.	In opposition to President Abraham Lincoln's more lenient Ten Percent Plan, the bill made re-admittance to the Union for former Confederate states contingent on a majority in each ex-Confederate state to take the Ironclad Oath to the effect they had never in the past supported the Confederacy.	1	QQ_ction-66-wiki-66_ction-63-wiki-63--0		contraction
66	Holocaust denial claims include that Nazi Germany's Final Solution was aimed only at deporting Jews from the Reich and did not include their extermination; that Nazi authorities did not use extermination camps and gas chambers to mass murder Jews; or that the actual number of Jews killed was significantly lower than the historically accepted figure of 5 to 6 million, typically around a tenth of that figure.	Holocaust denial claims include that Nazi Germany's Final Solution was aimed only at deporting Jews from the Reich and didn't include their extermination; that Nazi authorities didn't use extermination camps and gas chambers to mass murder Jews; or that the actual number of Jews killed was significantly lower than the historically accepted figure of 5 to 6 million, typically around a tenth of that figure.	The Miller test, also called the three-prong obscenity test, is the United States Supreme Court's test for determining whether speech or expression can be labeled obscene, in which case it is not protected by the First Amendment to the United States Constitution and can be prohibited.	The Miller test, also called the three-prong obscenity test, is the United States Supreme Court's test for determining whether speech or expression can be labeled obscene, in which case it's not protected by the First Amendment to the United States Constitution and can be prohibited.	1	QQ_wiki-67-ction-67_wiki-30-ction-30--0		contraction
67	Transphobia can be emotional disgust, fear, violence, anger, or discomfort felt or expressed towards people who do not conform to society's gender expectation.	Transphobia can be emotional disgust, fear, violence, anger, or discomfort felt or expressed towards people who don't conform to society's gender expectation.	It is also known as the Little Apocalypse because it includes the use of apocalyptic language, and it includes Jesus' warning to his followers that they will suffer tribulation and persecution before the ultimate triumph of the Kingdom of God.	It is also known as the Little Apocalypse because it includes the use of apocalyptic language, and it includes Jesus' warning to his followers that they'll suffer tribulation and persecution before the ultimate triumph of the Kingdom of God.	1	QQ_wiki-68-ction-68_wiki-73-ction-73--0		contraction
68	Market failures can be viewed as scenarios where individuals' pursuit of pure self-interest leads to results that are not efficient – that can be improved upon from the societal point of view.	Market failures can be viewed as scenarios where individuals' pursuit of pure self-interest leads to results that aren't efficient – that can be improved upon from the societal point of view.	In opposition to President Abraham Lincoln's more lenient Ten Percent Plan, the bill made re-admittance to the Union for former Confederate states contingent on a majority in each ex-Confederate state to take the Ironclad Oath to the effect they'd never in the past supported the Confederacy.	In opposition to President Abraham Lincoln's more lenient Ten Percent Plan, the bill made re-admittance to the Union for former Confederate states contingent on a majority in each ex-Confederate state to take the Ironclad Oath to the effect they had never in the past supported the Confederacy.	2	QQ_wiki-69-ction-69_ction-63-wiki-63--1		contraction
69	Set in 1900, it is about a group of female students at an Australian girls' boarding school who vanish at Hanging Rock while on a Valentine's Day picnic, and the effects the disappearances have on the school and local community.	Set in 1900, it's about a group of female students at an Australian girls' boarding school who vanish at Hanging Rock while on a Valentine's Day picnic, and the effects the disappearances have on the school and local community.	"Murphy's law is an adage or epigram that is typically stated as: ""Anything that can go wrong will go wrong""."	"Murphy's law is an adage or epigram that's typically stated as: ""Anything that can go wrong will go wrong""."	1	QQ_wiki-70-ction-70_wiki-49-ction-49--0		contraction
70	Growth accounting decomposes the growth rate of an economy's total output into that which is due to increases in the contributing amount of the factors used—usually the increase in the amount of capital and labor—and that which can't be accounted for by observable changes in factor utilization.	Growth accounting decomposes the growth rate of an economy's total output into that which is due to increases in the contributing amount of the factors used—usually the increase in the amount of capital and labor—and that which cannot be accounted for by observable changes in factor utilization.	Debt bondage, also known as debt slavery or bonded labour, is the pledge of a person's services as security for the repayment for a debt or other obligation, where the terms of the repayment are not clearly or reasonably stated, and the person who is holding the debt and thus has some control over the laborer, does not intend to ever admit that the debt has been repaid	Debt bondage, also known as debt slavery or bonded labour, is the pledge of a person's services as security for the repayment for a debt or other obligation, where the terms of the repayment aren't clearly or reasonably stated, and the person who's holding the debt and thus has some control over the laborer, doesn't intend to ever admit that the debt has been repaid	2	QQ_ction-71-wiki-71_wiki-91-ction-91--1		contraction
71	Set in Thailand, it is the story of a young backpacker's search for a legendary, idyllic and isolated beach untouched by tourism, and his time there in its small, international community of backpackers.	Set in Thailand, it's the story of a young backpacker's search for a legendary, idyllic and isolated beach untouched by tourism, and his time there in its small, international community of backpackers.	Italian euro coins have a design unique to each denomination, though there is a common theme of famous Italian works of art from one of Italy's renowned artists	Italian euro coins have a design unique to each denomination, though there's a common theme of famous Italian works of art from one of Italy's renowned artists	1	QQ_wiki-72-ction-72_wiki-62-ction-62--0		contraction
72	It is also known as the Little Apocalypse because it includes the use of apocalyptic language, and it includes Jesus' warning to his followers that they will suffer tribulation and persecution before the ultimate triumph of the Kingdom of God.	It is also known as the Little Apocalypse because it includes the use of apocalyptic language, and it includes Jesus' warning to his followers that they'll suffer tribulation and persecution before the ultimate triumph of the Kingdom of God.	Set in 1900, it's about a group of female students at an Australian girls' boarding school who vanish at Hanging Rock while on a Valentine's Day picnic, and the effects the disappearances have on the school and local community.	Set in 1900, it is about a group of female students at an Australian girls' boarding school who vanish at Hanging Rock while on a Valentine's Day picnic, and the effects the disappearances have on the school and local community.	2	QQ_wiki-73-ction-73_ction-70-wiki-70--1		contraction
73	Only a few streets away from Montmartre's Basilica of the Sacré Cœur and the Lapin Agile, it is near the summit of the city's elevated Montmartre quarter.	Only a few streets away from Montmartre's Basilica of the Sacré Cœur and the Lapin Agile, it's near the summit of the city's elevated Montmartre quarter.	"Ham is pork from a leg cut that has been preserved by wet or dry curing, with or without smoking.""Bacon: Bacon and Ham Curing"" in Chambers's Encyclopædia."	"Ham is pork from a leg cut that's been preserved by wet or dry curing, with or without smoking.""Bacon: Bacon and Ham Curing"" in Chambers's Encyclopædia."	1	QQ_wiki-74-ction-74_wiki-15-ction-15--0		contraction
74	Although they weren't marketed under this title until the August–September 1971 issues of New Gods and Forever People, the terms Fourth World and Jack Kirby's Fourth World have gained usage in the years since.	Although they were not marketed under this title until the August–September 1971 issues of New Gods and Forever People, the terms Fourth World and Jack Kirby's Fourth World have gained usage in the years since.	"Murphy's law is an adage or epigram that is typically stated as: ""Anything that can go wrong will go wrong""."	"Murphy's law is an adage or epigram that's typically stated as: ""Anything that can go wrong will go wrong""."	2	QQ_ction-75-wiki-75_wiki-49-ction-49--1		contraction
75	A non-Newtonian fluid is a fluid that does not follow Newton's law of viscosity, i.e.	A non-Newtonian fluid is a fluid that doesn't follow Newton's law of viscosity, i.e.	In opposition to President Abraham Lincoln's more lenient Ten Percent Plan, the bill made re-admittance to the Union for former Confederate states contingent on a majority in each ex-Confederate state to take the Ironclad Oath to the effect they had never in the past supported the Confederacy.	In opposition to President Abraham Lincoln's more lenient Ten Percent Plan, the bill made re-admittance to the Union for former Confederate states contingent on a majority in each ex-Confederate state to take the Ironclad Oath to the effect they'd never in the past supported the Confederacy.	1	QQ_wiki-76-ction-76_wiki-63-ction-63--0		contraction
76	Its advantage is that, unlike previous pendulum gravimeters, the pendulum's centre of gravity and center of oscillation do not have to be determined, allowing greater accuracy.	Its advantage is that, unlike previous pendulum gravimeters, the pendulum's centre of gravity and center of oscillation don't have to be determined, allowing greater accuracy.	John DowlandWhile orthographic evidence from Dowland's time strongly suggests a pronunciation of  for the last name, there's no consensus on the correct pronunciation	John DowlandWhile orthographic evidence from Dowland's time strongly suggests a pronunciation of  for the last name, there is no consensus on the correct pronunciation	2	QQ_wiki-77-ction-77_ction-16-wiki-16--1		contraction
77	Will doesn't refer to any particular desire, but rather to the mechanism for choosing from among one's desires.	Will does not refer to any particular desire, but rather to the mechanism for choosing from among one's desires.	"Ham is pork from a leg cut that has been preserved by wet or dry curing, with or without smoking.""Bacon: Bacon and Ham Curing"" in Chambers's Encyclopædia."	"Ham is pork from a leg cut that's been preserved by wet or dry curing, with or without smoking.""Bacon: Bacon and Ham Curing"" in Chambers's Encyclopædia."	2	QQ_ction-78-wiki-78_wiki-15-ction-15--1		contraction
78	These styles are used 'by courtesy' in the sense that the relatives, officials and others  don't themselves hold substantive titles.	These styles are used 'by courtesy' in the sense that the relatives, officials and others  do not themselves hold substantive titles.	It contains 35 of Young's songs recorded between 1966 and 1976, among them five tracks that'd been unreleased up to that point.	It contains 35 of Young's songs recorded between 1966 and 1976, among them five tracks that had been unreleased up to that point.	1	QQ_ction-79-wiki-79_ction-7-wiki-7--0		contraction
79	Aradia is one of the principal figures in the American folklorist Charles Godfrey Leland's 1899 work Aradia, or the Gospel of the Witches, which he believed to be a genuine religious text used by a group of pagan witches in Tuscany, a claim that's subsequently been disputed by other folklorists and historians.Hutton 1999.	Aradia is one of the principal figures in the American folklorist Charles Godfrey Leland's 1899 work Aradia, or the Gospel of the Witches, which he believed to be a genuine religious text used by a group of pagan witches in Tuscany, a claim that has subsequently been disputed by other folklorists and historians.Hutton 1999.	The disciplines aren't all races or timed-speed events, as several disciplines test a competitor's various riding skills.	The disciplines are not all races or timed-speed events, as several disciplines test a competitor's various riding skills.	1	QQ_ction-80-wiki-80_ction-21-wiki-21--0		contraction
80	The Buddhist games list is a list of games that Gautama Buddha is reputed to have said  that he would not play and that his disciples should likewise not play, because he believed them to be a 'cause for negligence'.Brahmajala Sutta, Bhikkhu Bodhi], trans.	The Buddhist games list is a list of games that Gautama Buddha is reputed to have said  that he wouldn't play and that his disciples should likewise not play, because he believed them to be a 'cause for negligence'.Brahmajala Sutta, Bhikkhu Bodhi], trans.	Payola, in the music industry, is the illegal practice of payment or other inducement by record companies for the broadcast of recordings on commercial radio in which the song is presented as being part of the normal day's broadcast, without announcing that there has been consideration paid in cash or in kind for its airplay adjacent to the recording's broadcast	Payola, in the music industry, is the illegal practice of payment or other inducement by record companies for the broadcast of recordings on commercial radio in which the song is presented as being part of the normal day's broadcast, without announcing that there's been consideration paid in cash or in kind for its airplay adjacent to the recording's broadcast	1	QQ_wiki-81-ction-81_wiki-58-ction-58--0		contraction
81	In Gallo-Roman religion, Alisanos or Alisaunus was a local god worshipped in what's now the Côte-d'Or in Burgundy and at Aix-en-Provence.L'Arbre Celtique entry for Alisanus.	In Gallo-Roman religion, Alisanos or Alisaunus was a local god worshipped in what is now the Côte-d'Or in Burgundy and at Aix-en-Provence.L'Arbre Celtique entry for Alisanus.	Unconventional superconductors are materials that display superconductivity which does not conform to either the conventional BCS theory or Nikolay Bogolyubov's theory or its extensions.	Unconventional superconductors are materials that display superconductivity which doesn't conform to either the conventional BCS theory or Nikolay Bogolyubov's theory or its extensions.	2	QQ_ction-82-wiki-82_wiki-54-ction-54--1		contraction
82	In the Middle Welsh prose tale Culhwch ac Olwen, he's named as a member of Arthur's retinue and takes part in the quest to win the hand of Olwen for Arthur's cousin, Culhwch.	In the Middle Welsh prose tale Culhwch ac Olwen, he is named as a member of Arthur's retinue and takes part in the quest to win the hand of Olwen for Arthur's cousin, Culhwch.	Holocaust denial claims include that Nazi Germany's Final Solution was aimed only at deporting Jews from the Reich and didn't include their extermination; that Nazi authorities didn't use extermination camps and gas chambers to mass murder Jews; or that the actual number of Jews killed was significantly lower than the historically accepted figure of 5 to 6 million, typically around a tenth of that figure.	Holocaust denial claims include that Nazi Germany's Final Solution was aimed only at deporting Jews from the Reich and did not include their extermination; that Nazi authorities did not use extermination camps and gas chambers to mass murder Jews; or that the actual number of Jews killed was significantly lower than the historically accepted figure of 5 to 6 million, typically around a tenth of that figure.	1	QQ_ction-83-wiki-83_ction-67-wiki-67--0		contraction
83	A folktale recorded by John O'Donovan in 1835 relates how the Fomorian warrior Balor, to frustrate a prophecy that he'd be killed by his own grandson, imprisons his only daughter Eithne in the tower of Tory Island, away from any contact with men.	A folktale recorded by John O'Donovan in 1835 relates how the Fomorian warrior Balor, to frustrate a prophecy that he would be killed by his own grandson, imprisons his only daughter Eithne in the tower of Tory Island, away from any contact with men.	A tell in poker is a change in a player's behavior or demeanor that's claimed by some to give clues to that player's assessment of their hand	A tell in poker is a change in a player's behavior or demeanor that is claimed by some to give clues to that player's assessment of their hand	1	QQ_ction-84-wiki-84_ction-88-wiki-88--0		contraction
84	It is set in a small town in the aftermath of a deadly school bus accident that's killed most of the town's children.	It is set in a small town in the aftermath of a deadly school bus accident that has killed most of the town's children.	Holocaust denial claims include that Nazi Germany's Final Solution was aimed only at deporting Jews from the Reich and didn't include their extermination; that Nazi authorities didn't use extermination camps and gas chambers to mass murder Jews; or that the actual number of Jews killed was significantly lower than the historically accepted figure of 5 to 6 million, typically around a tenth of that figure.	Holocaust denial claims include that Nazi Germany's Final Solution was aimed only at deporting Jews from the Reich and did not include their extermination; that Nazi authorities did not use extermination camps and gas chambers to mass murder Jews; or that the actual number of Jews killed was significantly lower than the historically accepted figure of 5 to 6 million, typically around a tenth of that figure.	1	QQ_ction-85-wiki-85_ction-67-wiki-67--0		contraction
85	"Snowshoes work by distributing the weight of the person over a larger area so that the person's foot does not sink completely into the snow, a quality called ""flotation""."	"Snowshoes work by distributing the weight of the person over a larger area so that the person's foot doesn't sink completely into the snow, a quality called ""flotation""."	Non-repudiation refers to a situation where a statement's author cannot successfully dispute its authorship or the validity of an associated contract	Non-repudiation refers to a situation where a statement's author can't successfully dispute its authorship or the validity of an associated contract	1	QQ_wiki-86-ction-86_wiki-55-ction-55--0		contraction
86	The only surviving mention of Byggvir appears in the prose beginning of Lokasenna, and stanzas 55 through 56 of the same poem, where he's referred to as one of Freyr's servants and as the husband of Beyla.	The only surviving mention of Byggvir appears in the prose beginning of Lokasenna, and stanzas 55 through 56 of the same poem, where he is referred to as one of Freyr's servants and as the husband of Beyla.	Joel Marangella is an American oboist who's performed in concert with many of the world's leading orchestras	Joel Marangella is an American oboist who has performed in concert with many of the world's leading orchestras	1	QQ_ction-87-wiki-87_ction-17-wiki-17--0		contraction
87	A tell in poker is a change in a player's behavior or demeanor that's claimed by some to give clues to that player's assessment of their hand	A tell in poker is a change in a player's behavior or demeanor that is claimed by some to give clues to that player's assessment of their hand	"In optics, the Arago spot, Poisson spot, or Fresnel bright spot""Although this phenomenon is often called Poisson's spot, Poisson probably was not happy to have seen it because it supported the wave model of light"	"In optics, the Arago spot, Poisson spot, or Fresnel bright spot""Although this phenomenon is often called Poisson's spot, Poisson probably wasn't happy to have seen it because it supported the wave model of light"	2	QQ_ction-88-wiki-88_wiki-45-ction-45--1		contraction
88	Upon her third rebirth, Gullveig's name becomes Heiðr and she's described as a knowledgeable and skillful völva.	Upon her third rebirth, Gullveig's name becomes Heiðr and she is described as a knowledgeable and skillful völva.	The line's name derives from its use in the Medieval French Roman d'Alexandre of 1170, although it had already been used several decades earlier in Le Pèlerinage de Charlemagne.	The line's name derives from its use in the Medieval French Roman d'Alexandre of 1170, although it'd already been used several decades earlier in Le Pèlerinage de Charlemagne.	2	QQ_ction-89-wiki-89_wiki-0-ction-0--1		contraction
89	The song was originally intended for Roy Orbison, who recorded it in 1987, the year before his death, but his version wasn't released until 1992, after Lauper's version became a top 10 hit on both sides of the Atlantic in 1989.	The song was originally intended for Roy Orbison, who recorded it in 1987, the year before his death, but his version was not released until 1992, after Lauper's version became a top 10 hit on both sides of the Atlantic in 1989.	"In musical composition, the opus number is the ""work number"" that is assigned to a composition, or to a set of compositions, to indicate the chronological order of the composer's production"	"In musical composition, the opus number is the ""work number"" that's assigned to a composition, or to a set of compositions, to indicate the chronological order of the composer's production"	2	QQ_ction-90-wiki-90_wiki-101-ction-101--1		contraction
90	Debt bondage, also known as debt slavery or bonded labour, is the pledge of a person's services as security for the repayment for a debt or other obligation, where the terms of the repayment aren't clearly or reasonably stated, and the person who's holding the debt and thus has some control over the laborer, doesn't intend to ever admit that the debt has been repaid	Debt bondage, also known as debt slavery or bonded labour, is the pledge of a person's services as security for the repayment for a debt or other obligation, where the terms of the repayment are not clearly or reasonably stated, and the person who is holding the debt and thus has some control over the laborer, does not intend to ever admit that the debt has been repaid	Growth accounting decomposes the growth rate of an economy's total output into that which is due to increases in the contributing amount of the factors used—usually the increase in the amount of capital and labor—and that which cannot be accounted for by observable changes in factor utilization.	Growth accounting decomposes the growth rate of an economy's total output into that which is due to increases in the contributing amount of the factors used—usually the increase in the amount of capital and labor—and that which can't be accounted for by observable changes in factor utilization.	2	QQ_ction-91-wiki-91_wiki-71-ction-71--1		contraction
